"location","cause","year","val"
"Slovakia","Cardiovascular diseases",2021,25252.1137077785
"Slovakia","Neoplasms",2021,14547.6433715412
"Slovakia","Neurological disorders",2021,2606.99403567757
"Slovenia","Cardiovascular diseases",2020,8050.79742738633
"Slovenia","Neoplasms",2020,6251.86311545223
"Slovenia","Neurological disorders",2020,1728.74386260823
"Slovenia","Cardiovascular diseases",2021,8346.06216967813
"Slovenia","Neoplasms",2021,6277.04345721209
"Slovenia","Neurological disorders",2021,1798.04785207352
"Solomon Islands","Cardiovascular diseases",2020,2320.61053828498
"Solomon Islands","Neoplasms",2020,669.305293922053
"Solomon Islands","Diabetes and kidney diseases",2020,554.165633108377
"Solomon Islands","Cardiovascular diseases",2021,2371.26056470801
"Solomon Islands","Neoplasms",2021,697.099158422336
"Solomon Islands","Diabetes and kidney diseases",2021,573.017353413328
"Somalia","Respiratory infections and tuberculosis",2020,41180.1824439942
"Somalia","Maternal and neonatal disorders",2020,22845.3134605643
"Somalia","Other infectious diseases",2020,19823.6365433121
"Somalia","Respiratory infections and tuberculosis",2021,41272.6706732471
"Somalia","Maternal and neonatal disorders",2021,23042.666531678
"Somalia","Cardiovascular diseases",2021,19736.6431741341
"South Africa","Cardiovascular diseases",2020,85525.5798115908
"South Africa","HIV/AIDS and sexually transmitted infections",2020,61089.758779198
"South Africa","Neoplasms",2020,57963.4265519502
"South Africa","Cardiovascular diseases",2021,85846.8974707253
"South Africa","Neoplasms",2021,59348.7108698779
"South Africa","Diabetes and kidney diseases",2021,42270.9550587964
"South Sudan","Respiratory infections and tuberculosis",2020,11974.6521338643
"South Sudan","Maternal and neonatal disorders",2020,8070.01061563328
"South Sudan","Cardiovascular diseases",2020,7280.99271330867
"South Sudan","Respiratory infections and tuberculosis",2021,11424.0795395893
"South Sudan","Cardiovascular diseases",2021,7432.24986634473
"South Sudan","Maternal and neonatal disorders",2021,7232.8372917492
"Spain","Cardiovascular diseases",2020,132651.711858164
"Spain","Neoplasms",2020,128179.259349711
"Spain","Neurological disorders",2020,38998.2586103324
"Spain","Cardiovascular diseases",2021,136171.80703463
"Spain","Neoplasms",2021,129608.927857365
"Spain","Neurological disorders",2021,39180.0593703745
"Sri Lanka","Cardiovascular diseases",2020,46634.3885689261
"Sri Lanka","Neoplasms",2020,19344.4511086262
"Sri Lanka","Diabetes and kidney diseases",2020,18561.1955662042
"Sri Lanka","Cardiovascular diseases",2021,47224.3395165998
"Sri Lanka","Neoplasms",2021,19855.2424237227
"Sri Lanka","Diabetes and kidney diseases",2021,18456.0392360323
"Sudan","Cardiovascular diseases",2020,76337.9686204548
"Sudan","Maternal and neonatal disorders",2020,22292.685780623
"Sudan","Neoplasms",2020,17678.90787659
"Sudan","Cardiovascular diseases",2021,78533.7532911992
"Sudan","Maternal and neonatal disorders",2021,20788.8043594221
"Sudan","Neoplasms",2021,18280.2069469499
"Suriname","Cardiovascular diseases",2020,1467.04792837664
"Suriname","Neoplasms",2020,743.309645868366
"Suriname","Diabetes and kidney diseases",2020,559.83342753313
"Suriname","Cardiovascular diseases",2021,1519.83333999731
"Suriname","Neoplasms",2021,768.132119171568
"Suriname","Diabetes and kidney diseases",2021,583.028126689119
"Sweden","Cardiovascular diseases",2020,36000.215328307
"Sweden","Neoplasms",2020,27018.6706379766
"Sweden","Neurological disorders",2020,7941.62704854826
"Sweden","Cardiovascular diseases",2021,36347.084720243
"Sweden","Neoplasms",2021,27529.761690452
"Sweden","Neurological disorders",2021,8006.98685376997
"Switzerland","Cardiovascular diseases",2020,24651.4445429051
"Switzerland","Neoplasms",2020,20644.0958972333
"Switzerland","Neurological disorders",2020,7143.21881375526
"Switzerland","Cardiovascular diseases",2021,25414.2446851283
"Switzerland","Neoplasms",2021,20969.6103647439
"Switzerland","Neurological disorders",2021,7347.06974182123
"Syrian Arab Republic","Cardiovascular diseases",2020,48070.4801665638
"Syrian Arab Republic","Self-harm and interpersonal violence",2020,28960.7078031618
"Syrian Arab Republic","Neoplasms",2020,9049.2335073411
"Syrian Arab Republic","Cardiovascular diseases",2021,50007.1068147074
"Syrian Arab Republic","Self-harm and interpersonal violence",2021,24930.0694259589
"Syrian Arab Republic","Neoplasms",2021,9252.65200700895
"Taiwan (Province of China)","Neoplasms",2020,58301.284128771
"Taiwan (Province of China)","Cardiovascular diseases",2020,42877.0914721227
"Taiwan (Province of China)","Diabetes and kidney diseases",2020,20271.3911129821
"Taiwan (Province of China)","Neoplasms",2021,59607.7887298624
"Taiwan (Province of China)","Cardiovascular diseases",2021,44443.7652562219
"Taiwan (Province of China)","Diabetes and kidney diseases",2021,21336.452767586
"Tajikistan","Cardiovascular diseases",2020,22833.6894915114
"Tajikistan","Neoplasms",2020,5497.7938000301
"Tajikistan","Respiratory infections and tuberculosis",2020,4523.82308710116
"Tajikistan","Cardiovascular diseases",2021,23049.2300302922
"Tajikistan","Neoplasms",2021,5622.51329054626
"Tajikistan","Respiratory infections and tuberculosis",2021,4705.69704305967
"Thailand","Cardiovascular diseases",2020,121308.863736105
"Thailand","Neoplasms",2020,119709.140588599
"Thailand","Diabetes and kidney diseases",2020,51193.9437028797
"Thailand","Cardiovascular diseases",2021,127769.065718397
"Thailand","Neoplasms",2021,124544.709779257
"Thailand","Diabetes and kidney diseases",2021,54513.6597562823
"Timor-Leste","Cardiovascular diseases",2020,2633.41223883906
"Timor-Leste","Respiratory infections and tuberculosis",2020,1024.77994287698
"Timor-Leste","Neoplasms",2020,893.756415495996
"Timor-Leste","Cardiovascular diseases",2021,2747.03199318932
"Timor-Leste","Respiratory infections and tuberculosis",2021,1096.06772657336
"Timor-Leste","Neoplasms",2021,931.567155914459
"Togo","Cardiovascular diseases",2020,8611.62467621803
"Togo","Respiratory infections and tuberculosis",2020,6563.53962774744
"Togo","Enteric infections",2020,5666.23862388675
"Togo","Cardiovascular diseases",2021,8879.52293236682
"Togo","Respiratory infections and tuberculosis",2021,6526.72774326007
"Togo","Enteric infections",2021,4882.70201218374
"Tokelau","Cardiovascular diseases",2020,4.29128556441853
"Tokelau","Diabetes and kidney diseases",2020,1.7566003820356
"Tokelau","Neoplasms",2020,1.64926647949984
"Tokelau","Cardiovascular diseases",2021,4.32306881340937
"Tokelau","Diabetes and kidney diseases",2021,1.79527945127916
"Tokelau","Neoplasms",2021,1.70380295524238
"Tonga","Cardiovascular diseases",2020,182.363487059143
"Tonga","Neoplasms",2020,129.416106911478
"Tonga","Diabetes and kidney diseases",2020,113.070035546091
"Tonga","Cardiovascular diseases",2021,184.455830927373
"Tonga","Neoplasms",2021,131.274092083483
"Tonga","Diabetes and kidney diseases",2021,113.527542934519
"Trinidad and Tobago","Cardiovascular diseases",2020,4368.56655938972
"Trinidad and Tobago","Diabetes and kidney diseases",2020,2574.08232961571
"Trinidad and Tobago","Neoplasms",2020,2094.3311305636
"Trinidad and Tobago","Cardiovascular diseases",2021,4662.26058070382
"Trinidad and Tobago","Diabetes and kidney diseases",2021,2700.42025354006
"Trinidad and Tobago","Neoplasms",2021,2168.37231238781
"Tunisia","Cardiovascular diseases",2020,36297.8637020418
"Tunisia","Neoplasms",2020,10583.0442483056
"Tunisia","Diabetes and kidney diseases",2020,4628.87658316201
"Tunisia","Cardiovascular diseases",2021,37324.053161176
"Tunisia","Neoplasms",2021,10976.6798116348
"Tunisia","Diabetes and kidney diseases",2021,4776.0798118611
"Turkey","Cardiovascular diseases",2020,186018.317896895
"Turkey","Neoplasms",2020,110344.918620187
"Turkey","Diabetes and kidney diseases",2020,39413.2780932086
"Turkey","Cardiovascular diseases",2021,190489.625691228
"Turkey","Neoplasms",2021,113069.499799691
"Turkey","Diabetes and kidney diseases",2021,39944.3832141709
"Turkmenistan","Cardiovascular diseases",2020,18881.4210432736
"Turkmenistan","Neoplasms",2020,3856.92309156928
"Turkmenistan","Digestive diseases",2020,2903.31662741374
"Turkmenistan","Cardiovascular diseases",2021,19601.8057197308
"Turkmenistan","Neoplasms",2021,4001.81126797404
"Turkmenistan","Digestive diseases",2021,2968.21372435042
"Tuvalu","Cardiovascular diseases",2020,43.1494606922632
"Tuvalu","Diabetes and kidney diseases",2020,15.845801301423
"Tuvalu","Neoplasms",2020,14.0078344119446
"Tuvalu","Cardiovascular diseases",2021,43.615546832639
"Tuvalu","Diabetes and kidney diseases",2021,16.0808349047813
"Tuvalu","Neoplasms",2021,14.319560246637
"Uganda","Respiratory infections and tuberculosis",2020,33444.1618333201
"Uganda","Maternal and neonatal disorders",2020,33112.0937426504
"Uganda","Cardiovascular diseases",2020,29538.1908603246
"Uganda","Respiratory infections and tuberculosis",2021,34271.9717992
"Uganda","Maternal and neonatal disorders",2021,32067.6823355006
"Uganda","Cardiovascular diseases",2021,30831.681767807
"Ukraine","Cardiovascular diseases",2020,456495.514755408
"Ukraine","Neoplasms",2020,110348.944374344
"Ukraine","Digestive diseases",2020,28934.2363920703
"Ukraine","Cardiovascular diseases",2021,465903.074030394
"Ukraine","Neoplasms",2021,117043.008546803
"Ukraine","Digestive diseases",2021,28392.8314622273
"United Arab Emirates","Cardiovascular diseases",2020,9433.67012654269
"United Arab Emirates","Neoplasms",2020,5953.28727053139
"United Arab Emirates","Transport injuries",2020,3936.10096275022
"United Arab Emirates","Cardiovascular diseases",2021,10279.6547505816
"United Arab Emirates","Neoplasms",2021,6472.01499478255
"United Arab Emirates","Transport injuries",2021,3882.0370858288
"United Kingdom","Neoplasms",2020,201324.470403041
"United Kingdom","Cardiovascular diseases",2020,196285.547071917
"United Kingdom","Chronic respiratory diseases",2020,53081.7476480353
"United Kingdom","Neoplasms",2021,206254.533880323
"United Kingdom","Cardiovascular diseases",2021,204874.332118449
"United Kingdom","Respiratory infections and tuberculosis",2021,55577.9272087739
"United Republic of Tanzania","Cardiovascular diseases",2020,56556.0976729284
"United Republic of Tanzania","Respiratory infections and tuberculosis",2020,55617.3912358051
"United Republic of Tanzania","Maternal and neonatal disorders",2020,43792.1261226082
"United Republic of Tanzania","Cardiovascular diseases",2021,58215.248386229
"United Republic of Tanzania","Respiratory infections and tuberculosis",2021,55580.3179707482
"United Republic of Tanzania","Maternal and neonatal disorders",2021,42474.519033127
"United States of America","Cardiovascular diseases",2020,997226.392200345
"United States of America","Neoplasms",2020,792131.057462377
"United States of America","Chronic respiratory diseases",2020,229844.388978678
"United States of America","Cardiovascular diseases",2021,1039426.33679191
"United States of America","Neoplasms",2021,815988.124071716
"United States of America","Chronic respiratory diseases",2021,235919.163142912
"United States Virgin Islands","Cardiovascular diseases",2020,504.127519114253
"United States Virgin Islands","Neoplasms",2020,330.921676882581
"United States Virgin Islands","Diabetes and kidney diseases",2020,132.884525929909
"United States Virgin Islands","Cardiovascular diseases",2021,508.425481887734
"United States Virgin Islands","Neoplasms",2021,330.062595491555
"United States Virgin Islands","Diabetes and kidney diseases",2021,132.972257829819
"Uruguay","Neoplasms",2020,10146.4091370642
"Uruguay","Cardiovascular diseases",2020,10053.0221654591
"Uruguay","Chronic respiratory diseases",2020,2210.2588511849
"Uruguay","Neoplasms",2021,10260.6131173263
"Uruguay","Cardiovascular diseases",2021,10229.345547556
"Uruguay","Chronic respiratory diseases",2021,2250.87819694033
"Uzbekistan","Cardiovascular diseases",2020,107705.699956176
"Uzbekistan","Neoplasms",2020,24091.8344618031
"Uzbekistan","Digestive diseases",2020,15432.4410669337
"Uzbekistan","Cardiovascular diseases",2021,108141.036491852
"Uzbekistan","Neoplasms",2021,25310.7209019955
"Uzbekistan","Digestive diseases",2021,15939.4654262771
"Vanuatu","Cardiovascular diseases",2020,918.167362066812
"Vanuatu","Neoplasms",2020,238.523660784002
"Vanuatu","Diabetes and kidney diseases",2020,207.749223481583
"Vanuatu","Cardiovascular diseases",2021,953.424680705367
"Vanuatu","Neoplasms",2021,247.704867010471
"Vanuatu","Diabetes and kidney diseases",2021,215.210912307708
"Venezuela (Bolivarian Republic of)","Cardiovascular diseases",2020,61256.3168233254
"Venezuela (Bolivarian Republic of)","Neoplasms",2020,34766.3219729511
"Venezuela (Bolivarian Republic of)","Diabetes and kidney diseases",2020,21654.0310290795
"Venezuela (Bolivarian Republic of)","Cardiovascular diseases",2021,64020.1095055821
"Venezuela (Bolivarian Republic of)","Neoplasms",2021,35933.664904716
"Venezuela (Bolivarian Republic of)","Diabetes and kidney diseases",2021,22717.3594319844
"Viet Nam","Cardiovascular diseases",2020,238620.622272764
"Viet Nam","Neoplasms",2020,116216.230778738
"Viet Nam","Diabetes and kidney diseases",2020,54265.8927971814
"Viet Nam","Cardiovascular diseases",2021,238859.184334603
"Viet Nam","Neoplasms",2021,119976.676544649
"Viet Nam","Diabetes and kidney diseases",2021,56976.9768295473
"Yemen","Cardiovascular diseases",2020,57801.8381474182
"Yemen","Self-harm and interpersonal violence",2020,29895.1911491683
"Yemen","Maternal and neonatal disorders",2020,18297.7240216624
"Yemen","Cardiovascular diseases",2021,60275.0677729344
"Yemen","Self-harm and interpersonal violence",2021,34897.5750782551
"Yemen","Maternal and neonatal disorders",2021,16768.5067660595
"Zambia","HIV/AIDS and sexually transmitted infections",2020,24878.1760129581
"Zambia","Cardiovascular diseases",2020,19471.84817795
"Zambia","Respiratory infections and tuberculosis",2020,14744.6218567522
"Zambia","HIV/AIDS and sexually transmitted infections",2021,27093.4243749268
"Zambia","Cardiovascular diseases",2021,20425.5893989227
"Zambia","Respiratory infections and tuberculosis",2021,14353.1802797614
"Zimbabwe","Respiratory infections and tuberculosis",2020,20034.3020441386
"Zimbabwe","Cardiovascular diseases",2020,17197.6149448988
"Zimbabwe","Neoplasms",2020,12349.9994672693
"Zimbabwe","Respiratory infections and tuberculosis",2021,18052.2869934161
"Zimbabwe","Cardiovascular diseases",2021,17081.8636850583
"Zimbabwe","Neoplasms",2021,12567.6072705889
